UAI_GES;UAI_COMPOSANTE;LIB_COMPOSANTE;LIB_INS;UAI_AFF;LIB_AFF;CODECOMMUNE;LIBCOMMUNE;CODEPOSTAL;ACADÉMIE;MINISTERETUTELLE;LIBMINISTERE;TYPEETA;CODEFORMATION;LIBFORMATION;CODESPÉCIALITÉ;LIBSPÉCIALITÉ;CODESPÉFORMATIONINITIALE;CODEMEF
0900378X;0900378X;CFA agricole du Territoire de Belfort;;0900378X;CFA agricole du Territoire de Belfort;90099;Valdoie;90300;Besancon;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481011;Constructions paysagères - en apprentissage;480011;
0900378X;0900378X;CFA agricole du Territoire de Belfort;;0900378X;CFA agricole du Territoire de Belfort;90099;Valdoie;90300;Besancon;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1666;Aménagements paysagers - en apprentissage;666;3712140121
9730094P;9730094P;Lycée professionnel Jean Marie Michotte;;9730094P;Lycée professionnel Jean Marie Michotte;97302;Cayenne;97305;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
9730469X;9730469X;CFA DE LA CCI REGION GUYANE;;9730469X;CFA DE LA CCI REGION GUYANE;97302;Cayenne;97300;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
9730469X;9730469X;CFA DE LA CCI REGION GUYANE;;9730469X;CFA DE LA CCI REGION GUYANE;97302;Cayenne;97300;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
9730469X;9730469X;CFA DE LA CCI REGION GUYANE;;9730469X;CFA DE LA CCI REGION GUYANE;97302;Cayenne;97300;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
9730094P;9730094P;Lycée professionnel Jean Marie Michotte;;9730094P;Lycée professionnel Jean Marie Michotte;97302;Cayenne;97305;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11407;Maintenance des véhicules option voitures particulières - en apprentissage;10407;3112521521
9730469X;9730469X;CFA DE LA CCI REGION GUYANE;;9730469X;CFA DE LA CCI REGION GUYANE;97302;Cayenne;97300;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
9730308X;9730308X;Lycée professionnel Elie Castor;;9730308X;Lycée professionnel Elie Castor;97304;Kourou;97388;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1398;Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;398;3112271021
9730108E;9730108E;Lycée Gaston Monnerville;;9730108E;Lycée Gaston Monnerville;97304;Kourou;97387;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
9730196A;9730196A;Lycée Léon Gontran Damas;;9730196A;Lycée Léon Gontran Damas;97309;Remire-Montjoly;97305;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1416;Bâtiment - en apprentissage;416;3112301221
0594665A;0594665A;CFA CHAMBRE DE METIERS DU NORD-URMA;;0594665A;CFA CHAMBRE DE METIERS DU NORD-URMA;59475;Prouvy;59121;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1358;Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;358;3113360621
0596315U;0596315U;CFA agricole public des Hauts-de-France;;0596315U;CFA agricole public des Hauts-de-France;59481;Le Quesnoy;59530;Lille;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481015;Production, transformation et commercialisation des produits fermiers - en apprentissage;480015;
0596315U;0596315U;CFA agricole public des Hauts-de-France;;0596315U;CFA agricole public des Hauts-de-France;59481;Le Quesnoy;59530;Lille;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481009;Conduite de l'élevage laitier - en apprentissage;480009;
0596315U;0596315U;CFA agricole public des Hauts-de-France;;0596315U;CFA agricole public des Hauts-de-France;59481;Le Quesnoy;59530;Lille;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1644;Technico-commercial (BTSA) - en apprentissage;644;3712101321
0596189G;0596189G;CTR DE FORMATION D APPRENTIS A.DE GRANGE INST.PROF.ST LOUIS;;0596189G;CTR DE FORMATION D APPRENTIS A.DE GRANGE INST.PROF.ST LOUIS;59416;Morbecque;59190;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1393;Aéronautique - en apprentissage;393;3112530221
0597044L;0597044L;ANTENNE DE ROUVIGNIES CFA CMA HAUT DE FRANCE;;0597044L;ANTENNE DE ROUVIGNIES CFA CMA HAUT DE FRANCE;59515;Rouvignies;59220;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11407;Maintenance des véhicules option voitures particulières - en apprentissage;10407;3112521521
0593040J;0593040J;Lycée Notre Dame De La Providence - CFA Régional Jean Bosco (Villeneuve d'Ascq);;0593040J;Lycée Notre Dame De La Providence - CFA Régional Jean Bosco (Villeneuve d'Ascq);59449;Orchies;59358;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11422;Management en hôtellerie restauration - en apprentissage;10422;3113342221
0593040J;0593040J;Lycée Notre-Dame De La Providence;;0593040J;Lycée Notre-Dame De La Providence;59449;Orchies;59358;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;61;Mise à niveau;1612;Hôtellerie restauration - en apprentissage;612;3203342111
0595012C;0595012C;IETP de Hoymille;;0595012C;IETP de Hoymille;59319;Hoymille;59492;Lille;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1644;Technico-commercial (BTSA) - en apprentissage;644;3712101321
0595786U;0595786U;Lycée Jean Prouve;;0595786U;Lycée Jean Prouve;59355;Lomme;59463;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1472;Technico-commercial (BTS) - en apprentissage;472;3112000821
0595786U;0595786U;CFA académique - Lycée Jean Prouve;;0595786U;CFA académique - Lycée Jean Prouve;59355;Lomme;59463;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1418;Travaux publics - en apprentissage;418;3112310721
0595786U;0595786U;CFA Académique - Lycée Jean Prouvé;;0595786U;CFA Académique - Lycée Jean Prouvé;59355;Lomme;59463;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1416;Bâtiment - en apprentissage;416;3112301221
0596816N;0596816N;CFA INST DES SERV A ENVIRONNEMENT;;0596816N;CFA INST DES SERV A ENVIRONNEMENT;59355;Lomme;59160;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1405;Contrôle industriel et régulation automatique - en apprentissage;405;3112011321
0596816N;0596816N;CFA INST DES SERV A ENVIRONNEMENT;;0596816N;CFA INST DES SERV A ENVIRONNEMENT;59355;Lomme;59160;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1389;Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;389;3112501121
0596816N;0596816N;CFA INST DES SERV A ENVIRONNEMENT;;0596816N;CFA INST DES SERV A ENVIRONNEMENT;59355;Lomme;59160;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1616;Technicien des services à l'énergie - en apprentissage;616;
0595786U;0595786U;CFA académique - Lycée Jean Prouve;;0595786U;CFA académique - Lycée Jean Prouve;59355;Lomme;59463;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11403;Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage;10403;3112310821
0595786U;0595786U;CFA académique - Lycée Jean Prouve;;0595786U;CFA académique - Lycée Jean Prouve;59355;Lomme;59463;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1360;Aménagement finition - en apprentissage;360;3112330421
0596146K;0596146K;IRTS HDF - Site Métropole Lilloise;;0596146K;IRTS HDF - Site Métropole Lilloise;59360;Loos;59373;Lille;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561001;D.E Assistant de Service Social - en apprentissage;560001;4413320531
0596146K;0596146K;IRTS HDF - Site Métropole Lilloise;;0596146K;IRTS HDF - Site Métropole Lilloise;59360;Loos;59373;Lille;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561003;D.E Educateur Spécialisé - en apprentissage;560003;4413320231
0590122M;0590122M;CFA AFI24 - Lycée Valentine Labbe;;0590122M;CFA AFI24 - Lycée Valentine Labbe;59368;La Madeleine;59563;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1409;Bioanalyses et contrôles - en apprentissage;409;3112220721
0590122M;0590122M;CFA académique - Lycée Valentine Labbe;;0590122M;CFA académique - Lycée Valentine Labbe;59368;La Madeleine;59563;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1367;Service et prestation des secteurs sanitaire et social - en apprentissage;367;3113300121
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1367;Service et prestation des secteurs sanitaire et social - en apprentissage;367;3113300121
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0541550S;0541550S;CCI Formation EESC;;0541550S;CCI Formation EESC;54304;Laxou;54521;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1443;Assurance - en apprentissage;443;3113131121
0542262R;0542262R;Lycée Emmanuel Héré;;0542262R;Lycée Emmanuel Héré;54304;Laxou;54520;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11411;Etude et réalisation d'agencement - en apprentissage;10411;3112330521
0542262R;0542262R;Lycée Emmanuel Héré;;0542262R;Lycée Emmanuel Héré;54304;Laxou;54520;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1389;Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;389;3112501121
0542262R;0542262R;Lycée Emmanuel Héré;;0542262R;Lycée Emmanuel Héré;54304;Laxou;54520;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1395;Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;395;3112270921
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1404;Conception et Réalisation de Systèmes Automatiques - en apprentissage;404;3112011121
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11410;Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;10410;3112231621
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1406;Systèmes numériques - Option informatique et réseaux - en apprentissage;406;3112011221
0540082W;0540082W;Lycée professionnel Paul Louis Cyfflé;;0540082W;Lycée professionnel Paul Louis Cyfflé;54395;Nancy;54052;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11413;Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;10413;3113220921
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1437;Systèmes numériques - Option électronique et communication - en apprentissage;437;3112551621
0541253U;0541253U;IRTS de Lorraine - Nancy;;0541253U;IRTS de Lorraine - Nancy;54395;Nancy;54100;Nancy-Metz;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561001;D.E Assistant de Service Social - en apprentissage;560001;4413320531
0541253U;0541253U;IRTS de Lorraine - Nancy;;0541253U;IRTS de Lorraine - Nancy;54395;Nancy;54100;Nancy-Metz;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561002;D.E Educateur de Jeunes Enfants - en apprentissage;560002;4413320331
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1472;Technico-commercial (BTS) - en apprentissage;472;3112000821
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
0542532J;0542532J;ALTERNANCE LORRAINE;;0542532J;ALTERNANCE LORRAINE;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0542532J;0542532J;ALTERNANCE LORRAINE;;0542532J;ALTERNANCE LORRAINE;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0542460F;0542460F;SUP FORMATION (groupe IFIDE);;0542460F;SUP FORMATION (groupe IFIDE);54395;Nancy;54320;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1381;Banque conseiller de clientèle - en apprentissage;381;3113131021
0542460F;0542460F;SUP FORMATION (groupe IFIDE);;0542460F;SUP FORMATION (groupe IFIDE);54395;Nancy;54320;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0542532J;0542532J;ALTERNANCE LORRAINE;;0542532J;ALTERNANCE LORRAINE;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1367;Service et prestation des secteurs sanitaire et social - en apprentissage;367;3113300121
0541253U;0541253U;IRTS de Lorraine - Nancy;;0541253U;IRTS de Lorraine - Nancy;54395;Nancy;54100;Nancy-Metz;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561003;D.E Educateur Spécialisé - en apprentissage;560003;4413320231
0540041B;0540041B;Lycée Georges de la Tour;;0540041B;Lycée Georges de la Tour;54395;Nancy;54052;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0541324W;0541324W;I.U.T Nancy-Charlemagne - Université de Lorrraine;;0541324W;I.U.T Nancy-Charlemagne - Université de Lorrraine;54395;Nancy;54052;Nancy-Metz;38;Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation;I.U.T;52;DUT - Service;1547;Techniques de commercialisation - en apprentissage;547;
0542465L;0542465L;Institut Supérieur d'Optique;;0542465L;Institut Supérieur d'Optique;54395;Nancy;54000;Nancy-Metz;38;Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation;Lycée à classe postbac;43;BTS - Services;1368;Opticien-Lunetier - en apprentissage;368;3113310721
0541370W;0541370W;Lycée professionnel Claude Daunot;;0541370W;Lycée professionnel Claude Daunot;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;640;BPJEPS;650022;Activités de la forme - en apprentissage;640022;
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1406;Systèmes numériques - Option informatique et réseaux - en apprentissage;406;3112011221
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0540041B;0540041B;Lycée Georges de la Tour;;0540041B;Lycée Georges de la Tour;54395;Nancy;54052;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1346;Notariat - en apprentissage;346;3113450121
0540041B;0540041B;Lycée Georges de la Tour;;0540041B;Lycée Georges de la Tour;54395;Nancy;54052;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1383;Fonderie - en apprentissage;383;3112231421
0542460F;0542460F;SUP FORMATION (groupe IFIDE);;0542460F;SUP FORMATION (groupe IFIDE);54395;Nancy;54320;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0542460F;0542460F;SUP FORMATION (groupe IFIDE);;0542460F;SUP FORMATION (groupe IFIDE);54395;Nancy;54320;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
0542460F;0542460F;SUP FORMATION (groupe IFIDE);;0542460F;SUP FORMATION (groupe IFIDE);54395;Nancy;54320;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0542458D;0542458D;CFA interprofessionnel du CNAM;management - en apprentissage;0542458D;CFA interprofessionnel du CNAM;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Université;3002;Licence - Droit-économie-gestion;3005;Economie et gestion - en apprentissage - management - en apprentissage;2005;
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;71;DCG;1711;Diplôme de Comptabilité et de Gestion - en apprentissage;711;
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1352;Géologie appliquée - en apprentissage;352;3112310921
0542408Z;0542408Z;Lycée Charles De Foucauld;;0542408Z;Lycée Charles De Foucauld;54395;Nancy;54000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0540042C;0540042C;Lycée Henri Loritz;;0540042C;Lycée Henri Loritz;54395;Nancy;54042;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11403;Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage;10403;3112310821
0542149T;0542149T;CFAA de de Meurthe et Moselle;;0542149T;CFAA de de Meurthe et Moselle;54339;Malzéville;54220;Nancy-Metz;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1656;Sciences et technologies des aliments spécialité Aliments et processus technologiques - en apprentissage;656;3712211321
0542149T;0542149T;CFAA de de Meurthe et Moselle;;0542149T;CFAA de de Meurthe et Moselle;54339;Malzéville;54220;Nancy-Metz;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1649;productions animales - en apprentissage;649;3712120521
0542149T;0542149T;CFAA de de Meurthe et Moselle;;0542149T;CFAA de de Meurthe et Moselle;54339;Malzéville;54220;Nancy-Metz;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1648;Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;648;3712101421
0573766J;0573766J;Institut Français des Affaires;;0573766J;Institut Français des Affaires;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0573773S;0573773S;Négociance Business School;;0573773S;Négociance Business School;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1443;Assurance - en apprentissage;443;3113131121
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1367;Service et prestation des secteurs sanitaire et social - en apprentissage;367;3113300121
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0573727S;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0570311D;0570311D;Lycée De La Salle;;0570311D;Lycée De La Salle;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;71;DCG;1711;Diplôme de Comptabilité et de Gestion - en apprentissage;711;
0570311D;0570311D;Lycée De La Salle;;0570311D;Lycée De La Salle;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1443;Assurance - en apprentissage;443;3113131121
0573727S;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1458;Services informatiques aux organisations - en apprentissage;458;3113260921
0573727S;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1443;Assurance - en apprentissage;443;3113131121
0573727S;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
